id,sku,revised_sku,price,stock,color_id,size_id,print_option,print_position,max_print_width,max_print_height,print_area_unit,product_id,bulk_discount_plan_id
1900,P706.3101,Xbl6.3101,77.42,2479,1,,59,1,120,100,mm,905,22
1901,P707.051,Xbl07.051,25.98,253,1,,59,1,130,130,mm,906,304
1902,P707.052,Xgr07.052,25.98,79,4,,59,1,130,130,mm,906,304
1903,P707.061,Xbl07.061,38.74,0,1,,59,5,120,100,mm,907,19
1904,P707.065,Xna07.065,38.74,1450,2,,59,5,120,100,mm,907,19
1905,P707.091,Xbl07.091,27.64,1330,1,,59,1,150,60,mm,908,45
1906,P707.092,Xgr07.092,27.64,998,4,,59,1,150,60,mm,908,45
1907,P707.095,Xna07.095,27.64,841,2,,59,1,150,60,mm,908,45
1908,P707.097,Xgr07.097,27.64,162,6,,59,1,150,60,mm,908,45
1909,P707.121,Sbl07.121,55.36,221,1,,59,5,150,30,mm,909,29
1910,P707.141,Xbl07.141,27.64,4598,1,,59,6,200,120,mm,910,45
1911,P707.142,Xan07.142,27.64,1335,17,,59,6,200,120,mm,910,45
1912,P707.145,Xna07.145,27.64,5676,2,,59,6,200,120,mm,910,45
1913,P707.151,Sbl07.151,45.1,2018,1,,59,6,180,50,mm,911,52
1914,P707.170,Xof07.170,22.08,2744,10,,59,1,200,150,mm,912,46
1915,P707.171,Xbl07.171,22.08,536,1,,59,1,200,150,mm,912,46
1916,P707.175,Xna07.175,22.08,5170,2,,59,1,200,150,mm,912,46
1917,P707.177,Xgr07.177,22.08,1457,6,,59,1,200,150,mm,912,46
1918,P707.190,Xof07.190,21,7167,10,,59,,100,100,mm,913,44
1919,P707.191,Xbl07.191,21,5239,1,,59,,100,100,mm,913,44
1920,P707.192,Xgr07.192,16.52,3928,4,,59,,100,100,mm,913,47
1921,P707.195,Xna07.195,21,3021,2,,59,,100,100,mm,913,44
1922,P707.201,Xbl07.201,25.76,1223,1,,59,6,200,50,mm,914,39
1923,P707.202,Xgr07.202,25.76,1450,4,,59,6,200,50,mm,914,39
1924,P707.203,Xof07.203,25.76,1729,10,,59,6,200,50,mm,914,39
1925,P707.205,Xbl07.205,25.76,1145,8,,59,6,200,50,mm,914,39
1926,P707.207,Xgr07.207,25.76,400,6,,59,6,200,50,mm,914,39
1927,P707.230,Sbl07.230,45.1,1756,1,,59,1,180,120,mm,915,52
1928,P707.241,Xbl07.241,51.6,1654,1,,59,6,250,50,mm,916,48
1929,P707.242,Xbe07.242,51.6,918,12,,59,6,250,50,mm,916,48
1930,P707.245,Xna07.245,51.6,972,2,,59,6,250,50,mm,916,48
1931,P707.2501,Xbl7.2501,32.26,1856,1,,59,1,150,100,mm,917,20
1932,P707.2525,Xna7.2525,32.26,2007,2,,59,1,150,100,mm,917,20
1933,P707.2701,Sbl7.2701,37.42,2675,1,,59,1,200,80,mm,918,177
1934,P729.281,Xbl29.281,4.38,4219,1,,59,1,250,150,mm,919,10
1935,P729.282,Xan29.282,4.38,1340,17,,59,1,250,150,mm,919,10
1936,P729.285,Xna29.285,4.38,331,2,,59,1,250,150,mm,919,10
1937,P729.352,Xgr29.352,37.36,99,4,,59,5,80,100,mm,920,305
1938,P730.021,Xan30.021,11.02,2572,17,,59,1,250,170,mm,921,165
1939,P730.022,Xgr30.022,11.02,560,4,,59,1,250,170,mm,921,165
1940,P730.041,Xbl30.041,32.26,1087,1,,59,5,180,30,mm,922,20
1941,P730.042,Xan30.042,27.64,391,17,,59,5,180,30,mm,922,45
1942,P730.045,Xna30.045,32.26,634,2,,59,5,180,30,mm,922,20
1943,P730.062,Xgr30.062,32.94,0,4,,59,1,120,80,mm,923,301
1944,P730.070,Xof30.070,9.92,6218,10,,59,1,100,40,mm,924,187
1945,P730.071,Xbl30.071,9.92,5817,1,,59,1,100,40,mm,924,187
1946,P730.072,Xgr30.072,9.92,1398,4,,59,1,100,40,mm,924,187
1947,P730.075,Xna30.075,9.92,7176,2,,59,1,100,40,mm,924,187
1948,P730.0801,Xbl0.0801,5.48,10214,1,,59,1,100,70,mm,925,43
1949,P730.0805,Xna0.0805,5.48,5627,2,,59,1,100,70,mm,925,43
1950,P730.0819,Xbe0.0819,5.48,396,12,,59,1,100,70,mm,925,43
1951,P732.041,Xan32.041,38.68,1026,17,,59,31,80,150,mm,926,62
1952,P732.042,Xgr32.042,33.16,706,4,,59,31,80,150,mm,926,184
1953,P732.045,Xbl32.045,38.68,2863,8,,59,31,80,150,mm,926,62
1954,P732.061,Xbl32.061,38.74,1910,1,,59,2,180,50,mm,927,19
1955,P732.101,Sbl32.101,38.78,440,1,,59,1,180,70,mm,928,216
1956,P732.110,Xof32.110,14.36,1594,10,,59,1,160,120,mm,929,38
1957,P732.111,Xbl32.111,14.36,1906,1,,59,1,160,120,mm,929,38
1958,P732.112,Xgr32.112,14.36,1337,4,,59,1,160,120,mm,929,38
1959,P732.115,Xna32.115,14.36,1723,2,,59,1,160,120,mm,929,38
1960,P732.119,Xan32.119,14.36,455,17,,59,1,160,120,mm,929,38
1961,P732.151,Xbl32.151,21.92,5474,1,,59,1,120,120,mm,930,174
1962,P732.172,Xgr32.172,11.02,33,4,,59,6,200,80,mm,931,224
1963,P732.173,Xof32.173,11.02,1880,10,,59,6,200,80,mm,931,224
1964,P732.175,Xbl32.175,11.02,741,8,,59,6,200,80,mm,931,224
1965,P732.177,Xgr32.177,11.02,1475,6,,59,6,200,80,mm,931,224
1966,P732.181,Xbl32.181,27.64,313,1,,59,1,200,120,mm,932,45
1967,P732.182,Xgr32.182,27.64,1670,4,,59,1,200,120,mm,932,45
1968,P732.185,Xna32.185,27.64,56,2,,59,1,200,120,mm,932,45
1969,P732.191,Sbl32.191,32.08,581,1,,11,31,100,70,mm,933,69
1970,P732.210,Sbl32.210,24.5,2388,1,,59,1,120,120,mm,934,15
1971,P732.221,Xbl32.221,32.26,92,1,,59,6,200,50,mm,935,20
1972,P732.222,Xbe32.222,32.26,999,12,,59,6,200,50,mm,935,20
1973,P732.225,Xna32.225,32.26,441,2,,59,6,200,50,mm,935,20
1974,P732.2301,Sbl2.2301,21.92,4674,1,,59,1,200,100,mm,936,174
1975,P732.342,Xgr32.342,24.5,870,4,,59,6,200,30,mm,937,15
1976,P732.345,Xna32.345,24.5,1800,2,,59,6,200,30,mm,937,15
1977,P733.030,Xbl33.030,6.58,11131,8,,59,6,130,70,mm,938,146
1978,P733.031,Xbl33.031,6.58,5991,1,,59,6,130,70,mm,938,146
1979,P733.034,Xre33.034,6.58,4728,18,,59,6,130,70,mm,938,146
1980,P733.037,Xgr33.037,6.58,2933,6,,59,6,130,70,mm,938,146
1981,P733.051,Xbl33.051,37.36,4499,1,,59,5,150,40,mm,939,306
1982,P733.052,Xan33.052,16.52,2201,17,,59,5,150,40,mm,939,47
1983,P733.055,Xna33.055,37.36,699,2,,59,5,150,40,mm,939,306
1984,P733.067,Xgr33.067,7.7,1001,6,,59,1,100,60,mm,940,124
1985,P733.071,Xbl33.071,14.36,1363,1,,59,5,40,100,mm,941,32
1986,P733.072,Xgr33.072,14.36,187,4,,59,5,40,100,mm,941,32
1987,P733.075,Xbl33.075,14.36,725,8,,59,5,40,100,mm,941,32
1988,P733.081,Xbl33.081,14.36,0,1,,59,1,150,200,mm,942,32
1989,P733.085,Xbl33.085,14.36,1520,8,,59,1,150,200,mm,942,32
1990,P733.101,Xbl33.101,9.92,4898,1,,59,1,100,70,mm,943,203
1991,P733.102,Xan33.102,9.92,206,17,,59,1,100,70,mm,943,203
1992,P733.105,Xna33.105,9.92,6116,2,,59,1,100,70,mm,943,203
1993,P733.1125,Xna3.1125,29.62,2806,2,,59,1,100,150,mm,944,176
1994,P733.181,Xbl33.181,15.44,893,1,,59,10,140,120,mm,945,186
1995,P733.191,Xbl33.191,8.82,2222,1,,59,10,150,100,mm,946,41
1996,P733.195,Xbl33.195,8.82,7,8,,59,10,150,100,mm,946,41
1997,P733.197,Xgr33.197,8.82,955,6,,59,10,150,100,mm,946,41
1998,P733.441,Xbl33.441,16.52,86,1,,59,10,180,180,mm,947,119
1999,P742.010,Sbl42.010,51.04,239,1,,59,30,80,200,mm,948,307
2000,P760.043,Xwh60.043,5.62,3887,3,,59,2,120,120,mm,949,92
2001,P760.051,Xbl60.051,36.1,1700,1,,59,6,150,100,mm,950,197
2002,P760.071,Xbl60.071,22.08,861,1,,59,5,130,130,mm,951,46
2003,P760.131,Xbl60.131,45.1,788,1,,59,1,100,120,mm,952,52
2004,P760.151,Xbl60.151,51.6,10,1,,59,1,100,100,mm,953,48
2005,P760.170,Xwh60.170,21,443,3,,59,5,100,140,mm,954,44
2006,P760.171,Xbl60.171,28.72,2316,1,,59,5,100,140,mm,954,308
2007,P760.175,Xna60.175,28.72,2308,2,,59,5,100,140,mm,954,308
2008,P760.177,Xgr60.177,21,162,6,,59,5,100,140,mm,954,44
2009,P760.220,Xof60.220,22.08,1853,10,,59,6,90,40,mm,955,46
2010,P760.221,Xbl60.221,22.08,1175,1,,59,6,90,40,mm,955,46
2011,P760.222,Xgr60.222,22.08,956,4,,59,6,90,40,mm,955,46
2012,P760.225,Xbl60.225,50.34,3274,8,,59,6,90,40,mm,955,309
2013,P760.227,Xgr60.227,22.08,669,6,,59,6,90,40,mm,955,46
2014,P760.230,Xof60.230,22.08,584,10,,59,30,100,120,mm,956,46
2015,P760.231,Xbl60.231,51.6,1789,1,,59,30,100,120,mm,956,48
2016,P760.232,Xgr60.232,22.08,484,4,,59,30,100,120,mm,956,46
2017,P760.235,Xbl60.235,51.6,720,8,,59,30,100,120,mm,956,48
2018,P760.237,Xgr60.237,22.08,502,6,,59,30,100,120,mm,956,46
2019,P760.240,Xof60.240,33.22,75,10,,59,1,120,150,mm,957,42
2020,P760.241,Xbl60.241,51.6,2350,1,,59,1,120,150,mm,957,48
2021,P760.242,Xgr60.242,33.22,999,4,,59,1,120,150,mm,957,42
2022,P760.245,Xbl60.245,51.6,1478,8,,59,1,120,150,mm,957,48
2023,P760.250,Xof60.250,64.58,1210,10,,59,5,220,150,mm,958,27
2024,P760.251,Xbl60.251,64.58,1414,1,,59,5,220,150,mm,958,27
2025,P760.252,Xgr60.252,33.22,456,4,,59,5,220,150,mm,958,42
2026,P760.255,Xbl60.255,64.58,861,8,,59,5,220,150,mm,958,27
2027,P760.257,Xgr60.257,33.22,893,6,,59,5,220,150,mm,958,42
2028,P762.001,Xbl62.001,64.58,1614,1,,59,6,200,60,mm,959,27
2029,P762.002,Xan62.002,64.58,642,17,,59,6,200,60,mm,959,27
2030,P762.005,Xna62.005,64.58,1174,2,,59,6,200,60,mm,959,27
2031,P762.011,Xbl62.011,38.74,2740,1,,59,1,160,120,mm,960,19
2032,P762.012,Xan62.012,38.74,1192,17,,59,1,160,120,mm,960,19
2033,P762.015,Xna62.015,38.74,3158,2,,59,1,160,120,mm,960,19
2034,P762.021,Xbl62.021,27.64,677,1,,59,6,250,35,mm,961,45
2035,P762.022,Xan62.022,33.92,160,17,,59,6,250,35,mm,961,200
2036,P762.025,Xna62.025,27.64,870,2,,59,6,250,35,mm,961,45
2037,P762.051,Xbl62.051,32.26,413,1,,59,1,90,200,mm,962,20
2038,P762.052,Xgr62.052,27.64,129,4,,59,1,90,200,mm,962,45
2039,P762.055,Xna62.055,32.26,836,2,,59,1,90,200,mm,962,20
2040,P762.057,Xgr62.057,27.64,286,6,,59,1,90,200,mm,962,45
2041,P762.090,Sbl62.090,32.26,872,1,,59,1,110,110,mm,963,20
2042,P762.100,Sbl62.100,51.6,1714,1,,59,2,120,120,mm,964,48
2043,P762.200,San62.200,56.64,67,17,,59,2,200,40,mm,965,310
2044,P762.220,Sbl62.220,32.26,4726,1,,59,1,100,120,mm,966,20
2045,P762.261,Sbl62.261,49.08,4954,1,,59,1,180,100,mm,967,194
2046,P762.271,Sbl62.271,38.78,1395,1,,59,31,100,150,mm,968,216
2047,P762.371,Sbl62.371,51.6,2,1,,59,6,100,100,mm,969,48
2048,P762.411,Xbl62.411,19.88,884,1,,59,5,100,120,mm,970,21
2049,P762.421,Xbl62.421,22.62,232,1,,59,1,220,100,mm,971,170
2050,P762.431,Xbl62.431,23.82,45,1,,59,2,120,50,mm,972,311
2051,P762.451,Sbl62.451,45.24,860,1,,59,6,80,80,mm,973,3
2052,P762.461,Xbl62.461,64.58,708,1,,59,5,80,80,mm,974,27
2053,P762.462,Xgr62.462,33.22,29,4,,59,5,80,80,mm,974,42
2054,P762.465,Xbl62.465,64.58,1139,8,,59,5,80,80,mm,974,27
2055,P762.471,Xbl62.471,27.64,679,1,,59,1,100,70,mm,975,45
2056,P762.472,Xgr62.472,27.64,387,4,,59,1,100,70,mm,975,45
2057,P762.482,Xgr62.482,0,0,4,,59,2,140,200,mm,976,
2058,P762.511,Xbl62.511,58.08,883,1,,59,1,120,150,mm,977,97
2059,P762.5403,Xwh2.5403,5.52,12284,3,,59,1,250,260,mm,978,312
2060,P762.541,Xbl62.541,5.52,22347,1,,59,1,250,260,mm,978,312
2061,P762.543,Xof62.543,5.52,9563,10,,59,1,250,260,mm,978,312
2062,P762.545,Xna62.545,5.52,11693,2,,59,1,250,260,mm,978,312
2063,P762.551,Sbl62.551,72.18,1021,1,,59,6,150,120,mm,979,
2064,P762.561,Sbl62.561,42.06,422,1,,59,2,120,120,mm,980,313
2065,P762.572,Xgr62.572,33.92,235,4,,59,6,120,120,mm,981,200
2066,P762.575,Xna62.575,33.92,188,2,,59,6,120,120,mm,981,200
2067,P762.581,Sbl62.581,77.42,1346,1,,59,1,150,150,mm,982,22
2068,P762.591,Xbl62.591,8.82,70,1,,59,2,150,120,mm,983,41
2069,P762.601,Xbl62.601,16.52,2688,1,,59,2,120,120,mm,984,47
2070,P762.6203,Xwh2.6203,3.32,50866,3,,59,1,250,280,mm,985,110
2071,P762.621,Xbl62.621,3.32,17720,1,,59,1,250,280,mm,985,110
2072,P762.622,Xgr62.622,3.32,17815,4,,59,1,250,280,mm,985,110
2073,P762.623,Xof62.623,3.32,44470,10,,59,1,250,280,mm,985,110
2074,P762.624,Xre62.624,3.32,18630,18,,59,1,250,280,mm,985,110
2075,P762.625,Xbl62.625,3.32,16838,8,,59,1,250,280,mm,985,110
2076,P762.626,Xye62.626,3.32,5895,15,,59,1,250,280,mm,985,110
2077,P762.627,Xgr62.627,3.32,6666,6,,59,1,250,280,mm,985,110
2078,P762.629,Xna62.629,3.32,31507,2,,59,1,250,280,mm,985,110
2079,P762.631,Xbl62.631,3.32,3471,1,,59,1,230,280,mm,986,110
2080,P762.632,Xgr62.632,3.32,4983,4,,59,1,230,280,mm,986,110
2081,P762.633,Xof62.633,3.32,12252,10,,59,1,230,280,mm,986,110
2082,P762.634,Xre62.634,3.32,89,18,,59,1,230,280,mm,986,110
2083,P762.635,Xbl62.635,3.32,4967,8,,59,1,230,280,mm,986,110
2084,P762.637,Xgr62.637,3.32,5936,6,,59,1,230,280,mm,986,110
2085,P762.639,Xna62.639,3.32,13835,2,,59,1,230,280,mm,986,110
2086,P762.6403,Xwh2.6403,4.2,8634,3,,59,1,250,280,mm,987,314
2087,P762.641,Xbl62.641,4.2,12298,1,,59,1,250,280,mm,987,314
2088,P762.642,Xgr62.642,4.2,6008,4,,59,1,250,280,mm,987,314
2089,P762.643,Xof62.643,4.2,11406,10,,59,1,250,280,mm,987,314
2090,P762.644,Xre62.644,4.2,11169,18,,59,1,250,280,mm,987,314
2091,P762.645,Xbl62.645,4.2,8972,8,,59,1,250,280,mm,987,314
2092,P762.646,Xye62.646,4.2,1176,15,,59,1,250,280,mm,987,314
2093,P762.647,Xgr62.647,4.2,11277,6,,59,1,250,280,mm,987,314
2094,P762.649,Xna62.649,4.2,12795,2,,59,1,250,280,mm,987,314
2095,P762.6503,Xwh2.6503,5.16,10922,3,,59,1,280,230,mm,988,90
2096,P762.651,Xbl62.651,5.16,5248,1,,59,1,280,230,mm,988,90
2097,P762.652,Xgr62.652,5.16,3373,4,,59,1,280,230,mm,988,90
2098,P762.653,Xof62.653,5.16,13054,10,,59,1,280,230,mm,988,90
2099,P762.659,Xna62.659,5.16,14727,2,,59,1,280,230,mm,988,90
2100,P762.661,Xbl62.661,3.82,3798,1,,59,1,200,250,mm,989,55
2101,P762.662,Xan62.662,1.94,4334,17,,59,1,200,250,mm,989,315
2102,P762.663,Xwh62.663,3.82,8217,3,,59,1,200,250,mm,989,55
2103,P762.664,Xre62.664,1.94,1840,18,,59,1,200,250,mm,989,315
2104,P762.667,Xgr62.667,1.94,3426,6,,59,1,200,250,mm,989,315
2105,P762.671,Xbl62.671,2.16,4804,1,,59,1,200,250,mm,990,316
2106,P762.672,Xan62.672,2.16,2294,17,,59,1,200,250,mm,990,316
2107,P762.673,Xwh62.673,2.16,7595,3,,59,1,200,250,mm,990,316
2108,P762.675,Xbl62.675,2.16,6155,8,,59,1,200,250,mm,990,316
2109,P762.677,Xgr62.677,2.16,303,6,,59,1,200,250,mm,990,316
2110,P762.682,Xan62.682,2.16,57,17,,59,1,200,250,mm,991,153
2111,P762.683,Xwh62.683,2.16,23317,3,,59,1,200,250,mm,991,153
2112,P762.684,Xre62.684,2.16,1586,18,,59,1,200,250,mm,991,153
2113,P762.685,Xbl62.685,2.16,5904,8,,59,1,200,250,mm,991,153
2114,P762.687,Xgr62.687,2.16,1267,6,,59,1,200,250,mm,991,153
2115,P762.689,Xna62.689,2.16,10400,2,,59,1,200,250,mm,991,153
2116,P762.711,Sbl62.711,64.58,2030,1,,59,30,100,90,mm,992,27
2117,P762.721,Xbl62.721,27.64,203,1,,59,5,120,150,mm,993,45
2118,P762.731,Xbl62.731,11.04,7389,1,,59,6,180,120,mm,994,116
2119,P762.735,Xna62.735,11.04,6920,2,,59,6,180,120,mm,994,116
2120,P762.741,Sbl62.741,51.6,2169,1,,59,5,140,90,mm,995,48
2121,P762.751,Xbl62.751,14.36,13664,1,,59,1,200,200,mm,996,32
2122,P762.752,Xan62.752,14.36,5137,17,,59,1,200,200,mm,996,32
2123,P762.755,Xna62.755,14.36,5309,2,,59,1,200,200,mm,996,32
2124,P762.761,Xbl62.761,32.08,99,1,,59,2,140,140,mm,997,69
2125,P762.765,Xna62.765,32.08,6732,2,,59,2,140,140,mm,997,69
2126,P762.771,Sbl62.771,51.6,1636,1,,59,32,60,100,mm,998,48
2127,P762.781,Sbl62.781,44.22,906,1,,59,6,150,100,mm,999,31
2128,P762.791,Sbl62.791,90.4,328,1,,59,2,120,70,mm,1000,94
2129,P762.801,Xbl62.801,38.68,2588,1,,59,2,80,40,mm,1001,62
2130,P762.805,Xna62.805,38.68,2646,2,,59,2,80,40,mm,1001,62
2131,P762.807,Xgr62.807,33.16,38,6,,59,2,80,40,mm,1001,184
2132,P762.812,Xan62.812,22.08,1202,17,,59,2,150,150,mm,1002,46
2133,P762.815,Xna62.815,22.08,837,2,,59,2,150,150,mm,1002,46
2134,P762.821,Xbl62.821,22.08,3326,1,,59,6,150,100,mm,1003,46
2135,P762.825,Xna62.825,51.6,1319,2,,59,6,150,100,mm,1003,48
2136,P762.827,Xgr62.827,22.08,1799,6,,59,6,150,100,mm,1003,46
2137,P762.829,Xkh62.829,22.08,1737,22,,59,6,150,100,mm,1003,46
2138,P762.835,Xbl62.835,4.52,48,8,,59,1,230,280,mm,1004,317
2139,P762.881,Sbl62.881,77.42,732,1,,59,6,100,70,mm,1005,22
2140,P762.891,Sbl62.891,64.58,185,1,,59,6,120,100,mm,1006,27
2141,P762.901,Xbl62.901,77.42,3545,1,,11,6,100,100,mm,1007,22
2142,P762.902,Xan62.902,77.42,1866,17,,11,6,100,100,mm,1007,22
2143,P762.905,Xna62.905,77.42,1550,2,,11,6,100,100,mm,1007,22
2144,P762.911,Xbl62.911,64.58,451,1,,59,1,150,200,mm,1008,27
2145,P762.912,Xgr62.912,64.58,621,4,,59,1,150,200,mm,1008,27
2146,P762.915,Xna62.915,64.58,528,2,,59,1,150,200,mm,1008,27
2147,P762.930,Xof62.930,4.42,24171,10,,59,1,280,250,mm,1009,143
2148,P762.931,Xbl62.931,4.42,7180,1,,59,1,280,250,mm,1009,143
2149,P762.932,Xgr62.932,4.42,2875,4,,59,1,280,250,mm,1009,143
2150,P762.933,Xwh62.933,4.42,12976,3,,59,1,280,250,mm,1009,143
2151,P762.935,Xna62.935,4.42,16217,2,,59,1,280,250,mm,1009,143
2152,P762.937,Xgr62.937,4.42,1300,6,,59,1,280,250,mm,1009,143
2153,P762.938,Xan62.938,4.42,3343,17,,59,1,280,250,mm,1009,143
2154,P762.939,Xbr62.939,4.42,2170,9,,59,1,280,250,mm,1009,143
2155,P762.944,Xlu62.944,4.42,6222,33,,59,1,280,250,mm,1010,143
2156,P762.945,Xtr62.945,5.16,3613,34,,59,1,280,250,mm,1010,90
2157,P762.946,Xla62.946,5.16,2475,32,,59,1,280,250,mm,1010,90
2158,P762.947,Xve62.947,5.16,11229,35,,59,1,280,250,mm,1010,90
2159,P762.948,Xsu62.948,4.42,3108,36,,59,1,280,250,mm,1010,143
2160,P762.950,Xof62.950,8.98,6632,10,,59,1,280,250,mm,1011,72
2161,P762.951,Xbl62.951,8.98,12385,1,,59,1,280,250,mm,1011,72
2162,P762.952,Xgr62.952,8.98,5605,4,,59,1,280,250,mm,1011,72
2163,P762.955,Xna62.955,8.98,1625,2,,59,1,280,250,mm,1011,72
2164,P762.957,Xgr62.957,7.7,2266,6,,59,1,280,250,mm,1011,124
2165,P762.958,Xan62.958,8.98,4617,17,,59,1,280,250,mm,1011,72
2166,P762.959,Xbr62.959,8.98,49,9,,59,1,280,250,mm,1011,72
2167,P762.960,Xof62.960,8.98,3260,10,,59,1,280,250,mm,1012,72
2168,P762.961,Xbl62.961,8.98,131,1,,59,1,280,250,mm,1012,72
2169,P762.962,Xgr62.962,8.98,8353,4,,59,1,280,250,mm,1012,72
2170,P762.965,Xna62.965,8.98,1603,2,,59,1,280,250,mm,1012,72
2171,P762.967,Xgr62.967,8.98,1622,6,,59,1,280,250,mm,1012,72
2172,P762.968,Xan62.968,8.98,4701,17,,59,1,280,250,mm,1012,72
2173,P762.969,Xbr62.969,8.98,4577,9,,59,1,280,250,mm,1012,72
2174,P762.974,Xlu62.974,7.7,36,33,,59,1,280,250,mm,1013,124
2175,P762.975,Xtr62.975,7.7,878,34,,59,1,280,250,mm,1013,124
2176,P762.980,Xof62.980,8.82,10577,10,,59,6,150,80,mm,1014,41
2177,P762.981,Xbl62.981,11.04,8847,1,,59,6,150,80,mm,1014,116
2178,P762.982,Xgr62.982,8.82,4819,4,,59,6,150,80,mm,1014,41
2179,P762.985,Xna62.985,11.04,7145,2,,59,6,150,80,mm,1014,116
2180,P762.994,Xlu62.994,8.82,777,33,,59,6,150,80,mm,1015,41
2181,P762.995,Xtr62.995,8.82,601,34,,59,6,150,80,mm,1015,41
2182,P762.996,Xla62.996,8.82,1097,32,,59,6,150,80,mm,1015,41
2183,P762.998,Xsu62.998,8.82,913,36,,59,6,150,80,mm,1015,41
2184,P763.031,Sbl63.031,38.68,697,1,,59,5,150,100,mm,1016,62
2185,P763.041,Sbl63.041,38.68,3367,1,,59,5,150,100,mm,1017,62
2186,P763.071,Xbl63.071,45.24,5707,1,,59,1,100,150,mm,1018,3
2187,P763.081,Xbl63.081,51.66,3136,1,,59,6,120,140,mm,1019,67
2188,P763.091,Sbl63.091,64.58,4092,1,,59,6,90,50,mm,1020,27
2189,P763.101,Sbl63.101,58.08,1217,1,,59,5,150,100,mm,1021,97
2190,P763.111,Sbl63.111,45.24,1913,1,,59,1,130,130,mm,1022,3
2191,P763.122,Sgr63.122,51.6,771,4,,59,2,200,80,mm,1023,48
2192,P763.131,Sbl63.131,64.58,5042,1,,59,2,150,180,mm,1024,27
2193,P763.132,Sgr63.132,64.58,5006,4,,59,2,150,180,mm,1024,27
2194,P763.141,Sbl63.141,83.92,4985,1,,59,1,120,120,mm,1025,318
2195,P763.151,Xbl63.151,64.58,2275,1,,59,1,120,120,mm,1026,27
2196,P763.155,Xna63.155,64.58,1291,2,,59,1,120,120,mm,1026,27
2197,P763.157,Xgr63.157,22.08,1014,6,,59,1,120,120,mm,1026,46
2198,P763.161,Sbl63.161,64.52,3429,1,,59,5,130,130,mm,1027,319
2199,P763.171,Xbl63.171,15.44,17076,1,,59,32,100,100,mm,1028,186
2200,P763.172,Xgr63.172,15.44,2692,4,,59,32,100,100,mm,1028,186
2201,P763.173,Xof63.173,15.44,3116,10,,59,32,100,100,mm,1028,186
2202,P763.174,Xre63.174,15.44,2781,18,,59,32,100,100,mm,1028,186
2203,P763.175,Xna63.175,15.44,9182,2,,59,32,100,100,mm,1028,186
2204,P763.177,Xgr63.177,15.44,2630,6,,59,32,100,100,mm,1028,186
2205,P763.179,Xro63.179,15.44,1799,27,,59,32,100,100,mm,1028,186
2206,P763.1801,Xbl3.1801,15.5,4174,1,,59,1,150,180,mm,1029,320
2207,P763.1802,Xgr3.1802,15.5,1931,4,,59,1,150,180,mm,1029,320
2208,P763.1804,Xre3.1804,15.5,1480,18,,59,1,150,180,mm,1029,320
2209,P763.1805,Xro3.1805,15.5,402,27,,59,1,150,180,mm,1029,320
2210,P763.1807,Xgr3.1807,15.5,1692,6,,59,1,150,180,mm,1029,320
2211,P763.1813,Xof3.1813,15.5,1571,10,,59,1,150,180,mm,1029,320
2212,P763.1825,Xna3.1825,15.5,6764,2,,59,1,150,180,mm,1029,320
2213,P763.1901,Xbl3.1901,14.36,13109,1,,59,1,100,100,mm,1030,32
2214,P763.1902,Xgr3.1902,14.36,4198,4,,59,1,100,100,mm,1030,32
2215,P763.1904,Xre3.1904,14.36,2906,18,,59,1,100,100,mm,1030,32
2216,P763.1905,Xro3.1905,14.36,3626,27,,59,1,100,100,mm,1030,32
2217,P763.1907,Xgr3.1907,14.36,1630,6,,59,1,100,100,mm,1030,32
2218,P763.1913,Xof3.1913,14.36,4679,10,,59,1,100,100,mm,1030,32
2219,P763.1925,Xna3.1925,14.36,12531,2,,59,1,100,100,mm,1030,32
2220,P763.2001,Xbl3.2001,5.5,8140,1,,59,1,100,70,mm,1031,74
2221,P763.2005,Xro3.2005,5.5,202,27,,59,1,100,70,mm,1031,74
2222,P763.2012,Xsi3.2012,5.5,271,20,,59,1,100,70,mm,1031,74
2223,P763.2017,Xic3.2017,5.5,0,41,,59,1,100,70,mm,1031,74
2224,P763.2019,Xbe3.2019,5.5,9,12,,59,1,100,70,mm,1031,74
2225,P763.2025,Xna3.2025,5.5,13747,2,,59,1,100,70,mm,1031,74
2226,P763.2027,Xkh3.2027,5.5,6867,22,,59,1,100,70,mm,1031,74
2227,P763.211,Xbl63.211,16.52,3502,1,,59,1,60,150,mm,1032,47
2228,P763.212,Xbe63.212,16.52,1286,12,,59,1,60,150,mm,1032,47
2229,P763.215,Xsk63.215,16.52,1454,38,,59,1,60,150,mm,1032,47
2230,P763.217,Xgr63.217,16.52,1447,6,,59,1,60,150,mm,1032,47
2231,P763.219,Xna63.219,16.52,2021,2,,59,1,60,150,mm,1032,47
2232,P763.221,Xbl63.221,90.4,1813,1,,59,6,120,60,mm,1033,94
2233,P763.223,Xbe63.223,90.4,405,12,,59,6,120,60,mm,1033,94
2234,P763.225,Xna63.225,90.4,1235,2,,59,6,120,60,mm,1033,94
2235,P763.251,Xbl63.251,26.56,2549,1,,59,6,140,70,mm,1034,321
2236,P763.252,Xgr63.252,26.56,1579,4,,59,6,140,70,mm,1034,321
2237,P763.253,Xof63.253,26.56,2507,10,,59,6,140,70,mm,1034,321
2238,P763.255,Xbl63.255,26.56,2914,8,,59,6,140,70,mm,1034,321
2239,P763.257,Xgr63.257,26.56,892,6,,59,6,140,70,mm,1034,321
2240,P763.281,Xbl63.281,58.08,2650,1,,59,6,120,60,mm,1035,97
